"codigo","nome","nome_res","endereco","numero","complemento","bairro","cidade","cep","fone1","fone2","fax","celular","contato","cnpj_cpf","ind_ie","ins_est","reg_trb","nro_rg","tipo_doc","nro_doc","orgao_emi","uf_orgao","renda","nome_conj","dt_nasc_conj","profis_conj","data_emi","nome_pai","nome_mae","pes_conhec","fone_pes_conh","ocupacao","atividade","tipo_pes","tipo_cli","limite","saldo","perini","przvcto","qtmaxparc","desc_ven","desc_fat","observ","email","email_fin","email_nfe","site","cond_pg","dia_fat","g_etiq","e_civil","sexo","naturalid","bloq","data_nasc","empresa","usu_inc","prazo_bl","convenio","situac_conv","c_lim_conv","cod_indica","prosp_tip_cobr","end_cobr","end_prof","ref_pes","ref_com","cargo","cobr_judic","banco","prosp_contr_lf","prosp_presc_v","prosp_ent_ven","prosp_desm_fat","prosp_end_util","prosp_desc_vp","prosp_repres","transp","prosp_exi_aut","prosp_bl_desc","prosp_desc_ven","repres","vendedor","regional","nivel","crf","alvara","meta","status","data_inc","hora_inc","usu_alt","data_alt","hora_alt","dt_ult_cp","imp_prod_adc","sen_web_conv","usa_cart","exi_senha","acessa_fat","leiaut_fat","cred_rot","revenda","listapr","emite_doc","gera_mov","adm_cred","mod_frete","cartao","cartao2","emite_cart","alt_senha","id_seqbin","libera_oc","ent_ven","fidelidade","maior_desc","senha","lgpd","dta_lgpd","usu_lgpd","aceites_lgpd","arred_vnd","tom_nfse","sld_pontos"
"465896","Miguel Théo","Beatriz Víctor","Lara Avenida","6926",,"Santos do Sul","Hélio do Sul","63036-378","+55 (49) 9345-2533","(41) 22578-4129",,,,"744.619.132-52","9","ISENTO","1","sc-53.878.725","0",,"SSP","RS","0",,"0000-00-00","0","0000-00-00",,,,,"0","0","F","3","0","0","0","0","6","0","0",,"Miguel.Theo@yahoo.com","Miguel.Theo@yahoo.com","Miguel.Theo@yahoo.com",,"0","5","N","0","0",,"N","1958-11-26T22:12:03.947Z","1","0","30","N","A","S","0","N","N","N","N","N",,"N","0","N","N","N","N","N","N","0","0","N","N","0","0","0","0",,"1961-06-02T12:12:44.593Z","1950-07-07T23:54:52.988Z","0","A","1953-01-17T06:55:49.847Z","12:00:00","0","1963-11-12T03:24:07.875Z","12:00:00","1953-08-24T16:41:39.636Z","N",,"N","N","N","0","N","N","0","CF","N","N","9","8224311813",,"N","S","0","N","0","S","N",,"N","1959-10-06T18:50:34.717Z","0","NNNNNNNNNN","N","N","0"
"399644","Manuela Morgana","Hugo Gustavo","Paulo Rodovia","445",,"Lucca do Sul","Santos de Nossa Senhora","95664-487","(78) 5329-4246","(86) 44913-8884",,,,"885.314.956-60","9","ISENTO","1","es-58.231.316","0",,"SSP","RS","0",,"0000-00-00","0","0000-00-00",,,,,"0","0","F","3","0","0","0","0","6","0","0",,"Manuela_Morgana@bol.com.br","Manuela_Morgana@bol.com.br","Manuela_Morgana@bol.com.br",,"0","5","N","0","0",,"N","1963-03-31T18:55:15.528Z","1","0","30","N","A","S","0","N","N","N","N","N",,"N","0","N","N","N","N","N","N","0","0","N","N","0","0","0","0",,"1958-10-13T23:37:32.012Z","1961-09-26T03:44:37.089Z","0","A","1951-09-06T03:18:06.571Z","12:00:00","0","1952-02-02T05:13:23.381Z","12:00:00","1960-11-23T20:47:33.499Z","N",,"N","N","N","0","N","N","0","CF","N","N","9","4527201225",,"N","S","0","N","0","S","N",,"N","1969-12-25T11:56:01.062Z","0","NNNNNNNNNN","N","N","0"
"448634","Meire Natália","Margarida Felícia","Albuquerque Marginal","125",,"Souza do Descoberto","Albuquerque de Nossa Senhora","16863-853","+55 (03) 6843-6717","+55 (23) 6741-6023",,,,"920.197.250-45","9","ISENTO","1","ms-97.953.447","0",,"SSP","RS","0",,"0000-00-00","0","0000-00-00",,,,,"0","0","F","3","0","0","0","0","6","0","0",,"Meire.Natalia39@hotmail.com","Meire.Natalia39@hotmail.com","Meire.Natalia39@hotmail.com",,"0","5","N","0","0",,"N","1944-08-30T05:15:45.519Z","1","0","30","N","A","S","0","N","N","N","N","N",,"N","0","N","N","N","N","N","N","0","0","N","N","0","0","0","0",,"1968-01-07T18:01:12.700Z","1967-03-24T23:58:47.190Z","0","A","1966-07-19T13:11:14.243Z","12:00:00","0","1959-03-16T17:00:08.039Z","12:00:00","1963-05-01T04:40:31.627Z","N",,"N","N","N","0","N","N","0","CF","N","N","9","6195197387",,"N","S","0","N","0","S","N",,"N","1963-08-22T07:06:09.340Z","0","NNNNNNNNNN","N","N","0"
"902975","Roberta Caio","Antônio Núbia","Marcos Avenida","766",,"Ana Júlia do Sul","Elisa do Sul","46973-201","(89) 7451-0232","(76) 11962-6307",,,,"440.374.841-45","9","ISENTO","1","pb-39.796.139","0",,"SSP","RS","0",,"0000-00-00","0","0000-00-00",,,,,"0","0","F","3","0","0","0","0","6","0","0",,"Roberta.Caio19@yahoo.com","Roberta.Caio19@yahoo.com","Roberta.Caio19@yahoo.com",,"0","5","N","0","0",,"N","1958-07-19T00:40:52.592Z","1","0","30","N","A","S","0","N","N","N","N","N",,"N","0","N","N","N","N","N","N","0","0","N","N","0","0","0","0",,"1963-08-31T10:05:42.741Z","1958-05-20T19:47:30.528Z","0","A","1960-06-24T15:24:30.520Z","12:00:00","0","1961-08-26T05:35:05.536Z","12:00:00","1951-03-14T06:22:42.306Z","N",,"N","N","N","0","N","N","0","CF","N","N","9","6814891611",,"N","S","0","N","0","S","N",,"N","1968-04-27T01:16:36.839Z","0","NNNNNNNNNN","N","N","0"
"687823","Ladislau Alessandra","Joana Lorena","Carlos Travessa","134",,"Antônio de Nossa Senhora","Batista do Norte","18770-623","(06) 7838-6262","+55 (84) 8371-9789",,,,"771.493.319-47","9","ISENTO","1","sp-04.189.458","0",,"SSP","RS","0",,"0000-00-00","0","0000-00-00",,,,,"0","0","F","3","0","0","0","0","6","0","0",,"Ladislau_Alessandra13@yahoo.com","Ladislau_Alessandra13@yahoo.com","Ladislau_Alessandra13@yahoo.com",,"0","5","N","0","0",,"N","1946-06-06T10:51:14.917Z","1","0","30","N","A","S","0","N","N","N","N","N",,"N","0","N","N","N","N","N","N","0","0","N","N","0","0","0","0",,"1953-01-25T15:39:25.158Z","1967-09-29T18:44:59.941Z","0","A","1960-06-27T05:49:26.121Z","12:00:00","0","1952-11-30T09:48:40.739Z","12:00:00","1954-02-04T11:35:25.148Z","N",,"N","N","N","0","N","N","0","CF","N","N","9","9807426702",,"N","S","0","N","0","S","N",,"N","1968-08-16T04:31:08.688Z","0","NNNNNNNNNN","N","N","0"
"204847","Maitê Raul","Ígor Feliciano","Anthony Alameda","2453",,"Souza do Sul","Murilo de Nossa Senhora","13038-076","(98) 7649-7442","+55 (04) 6064-4694",,,,"012.942.748-99","9","ISENTO","1","pi-76.646.881","0",,"SSP","RS","0",,"0000-00-00","0","0000-00-00",,,,,"0","0","F","3","0","0","0","0","6","0","0",,"Maite_Raul@live.com","Maite_Raul@live.com","Maite_Raul@live.com",,"0","5","N","0","0",,"N","1944-02-02T13:10:14.682Z","1","0","30","N","A","S","0","N","N","N","N","N",,"N","0","N","N","N","N","N","N","0","0","N","N","0","0","0","0",,"1966-02-28T21:29:00.733Z","1969-01-03T05:11:05.891Z","0","A","1967-04-27T20:22:11.572Z","12:00:00","0","1952-05-12T03:12:45.019Z","12:00:00","1957-10-26T12:42:58.670Z","N",,"N","N","N","0","N","N","0","CF","N","N","9","1266960353",,"N","S","0","N","0","S","N",,"N","1961-07-15T14:15:59.644Z","0","NNNNNNNNNN","N","N","0"
"689238","Pedro Isabela","Eduardo Joaquim","Moraes Avenida","188",,"Ígor do Norte","Xavier do Descoberto","05366-015","+55 (17) 3021-0639","(04) 33197-3859",,,,"746.137.174-69","9","ISENTO","1","sc-08.882.789","0",,"SSP","RS","0",,"0000-00-00","0","0000-00-00",,,,,"0","0","F","3","0","0","0","0","6","0","0",,"Pedro.Isabela29@bol.com.br","Pedro.Isabela29@bol.com.br","Pedro.Isabela29@bol.com.br",,"0","5","N","0","0",,"N","1950-10-27T06:59:15.981Z","1","0","30","N","A","S","0","N","N","N","N","N",,"N","0","N","N","N","N","N","N","0","0","N","N","0","0","0","0",,"1962-08-08T22:01:30.313Z","1961-05-23T22:13:22.233Z","0","A","1955-02-21T23:46:56.870Z","12:00:00","0","1955-06-09T13:24:24.156Z","12:00:00","1955-07-21T21:57:16.068Z","N",,"N","N","N","0","N","N","0","CF","N","N","9","8198138717",,"N","S","0","N","0","S","N",,"N","1958-04-04T11:35:21.964Z","0","NNNNNNNNNN","N","N","0"
"891482","Isadora Carla","Marcela Davi Lucca","Júlia Rua","36604",,"Oliveira do Descoberto","Deneval de Nossa Senhora","54002-324","+55 (55) 4414-3520","(26) 7818-7750",,,,"372.978.730-63","9","ISENTO","1","to-07.954.609","0",,"SSP","RS","0",,"0000-00-00","0","0000-00-00",,,,,"0","0","F","3","0","0","0","0","6","0","0",,"Isadora.Carla14@yahoo.com","Isadora.Carla14@yahoo.com","Isadora.Carla14@yahoo.com",,"0","5","N","0","0",,"N","1946-12-02T16:36:42.984Z","1","0","30","N","A","S","0","N","N","N","N","N",,"N","0","N","N","N","N","N","N","0","0","N","N","0","0","0","0",,"1969-11-02T17:58:18.133Z","1955-07-29T05:53:40.487Z","0","A","1956-08-27T15:57:17.352Z","12:00:00","0","1955-12-19T13:45:09.119Z","12:00:00","1966-03-30T03:32:30.026Z","N",,"N","N","N","0","N","N","0","CF","N","N","9","8803410420",,"N","S","0","N","0","S","N",,"N","1966-02-10T04:34:16.235Z","0","NNNNNNNNNN","N","N","0"
"276755","Yago Giovanna","Júlio Marli","Reis Marginal","96706",,"Vitória do Norte","Moraes do Norte","82504-792","(08) 8720-0215","(93) 99612-2009",,,,"741.803.411-31","9","ISENTO","1","es-45.314.242","0",,"SSP","RS","0",,"0000-00-00","0","0000-00-00",,,,,"0","0","F","3","0","0","0","0","6","0","0",,"Yago.Giovanna@live.com","Yago.Giovanna@live.com","Yago.Giovanna@live.com",,"0","5","N","0","0",,"N","1954-03-07T19:08:16.195Z","1","0","30","N","A","S","0","N","N","N","N","N",,"N","0","N","N","N","N","N","N","0","0","N","N","0","0","0","0",,"1966-08-24T22:06:45.131Z","1966-10-31T11:34:25.514Z","0","A","1969-04-19T11:57:20.410Z","12:00:00","0","1957-08-08T12:14:03.353Z","12:00:00","1957-06-15T22:30:20.422Z","N",,"N","N","N","0","N","N","0","CF","N","N","9","7272415696",,"N","S","0","N","0","S","N",,"N","1961-12-25T12:18:13.954Z","0","NNNNNNNNNN","N","N","0"
"659617","Tertuliano Júlia","Maria Alice Gabriel","Moreira Rodovia","6769",,"Natália do Norte","Xavier de Nossa Senhora","42748-306","+55 (38) 7365-7074","+55 (79) 3946-3655",,,,"187.099.850-26","9","ISENTO","1","al-44.933.810","0",,"SSP","RS","0",,"0000-00-00","0","0000-00-00",,,,,"0","0","F","3","0","0","0","0","6","0","0",,"Tertuliano.Julia@gmail.com","Tertuliano.Julia@gmail.com","Tertuliano.Julia@gmail.com",,"0","5","N","0","0",,"N","1946-08-20T11:58:56.759Z","1","0","30","N","A","S","0","N","N","N","N","N",,"N","0","N","N","N","N","N","N","0","0","N","N","0","0","0","0",,"1952-11-25T00:52:05.642Z","1953-12-09T08:43:59.717Z","0","A","1952-06-30T05:11:16.779Z","12:00:00","0","1960-09-28T05:54:38.218Z","12:00:00","1967-01-22T01:37:46.061Z","N",,"N","N","N","0","N","N","0","CF","N","N","9","6763840899",,"N","S","0","N","0","S","N",,"N","1953-04-24T12:35:16.241Z","0","NNNNNNNNNN","N","N","0"
